Last name,First name,MI/name,Regiment,Company,Place of birth,Enlistment date,Enlistment location,Residence,Age,Occupation,Marital status,Complexion,Wounded,Died in service,Muster out date,Sign name,Substitue,Substitute for,Box,Folder,Notes
Hutchinson,David,,30,C.,"Delaware, County",2/18/1864,Norwich,,27,Farmer,,Colored,,,,false,false,,1,8,
Hurd,Archie,,29,C.,"Washington, Louisiana",11/18/1863,New Haven,New Haven,24,Carriage Maker,,Black,,,,true,false,,1,8,
Huntley,James,,30,B.,"Leedsville, New Jersey",1/13/1864,New Haven,Hartford,19,Farmer,,Black,,,,false,false,,1,8,
Hunter,Lansing,,29,,New Jersey,12/24/1864,Hartford,,23,Waiter,Married,Mulatto,,,,true,false,,1,8,
Hunter,John,,29,G.,"Wilmington, Delaware",12/26/1863,Norwich,,22,Laborer,,Colored,,,,false,false,,1,8,
Hunter,Henry,,30,C.,"Port Jarvis, New London",1/14/1864,Madison,Windham,43,Cook,,Dark,,,,false,false,,1,8,
Hunt,William,H.,29,A.,"New York, New York",12/30/1863,Orange,Orange,18,Laborer,,Black,,,,false,false,,1,8,
Humphrey,Joseph,,29,I.,"Washington, D.C.",1/5/1864,New Haven,Hamden,43,Grain Measurer,,Black,,,,false,false,,1,8,
Hughes,George,W.,29,I.,Delaware,1/2/1864,Norwich,,38,Farmer,,Colored,,,,false,false,,1,8,
Hugee,Benjamin,,29,G.,"Charleston, South Carolina",12/24/1863,New Haven,Norwalk,23,Carpenter,,Black,,,,false,false,,1,8,
Hudson,George,,29,,North Carolina,11/1/1864,Hartford,East Windsor,22,Farmer,Married,Black,,,,false,false,,1,8,
Hubbard,Charles,,29,,Massachusetts,1/13/1865,Hartford,Southington,22,Hostler,Married,Black,,,,false,false,,1,8,
Hoxie,Noyes,J.,29,,"North Stonington, Connecticut",8/8/1864,Norwich,,26,Farmer,,Colored,,,,false,false,,1,8,
Hamer,Charles,S. [H.],29,A.,"Newton, Connecticut",11/27/1863,New Haven,New Haven,32,Farmer,,Black,,,,true,false,,1,8,Charles H.
Howell,Abbott,,30,B.,"Solebury Township, Pennsylvania",1/4/1864,New London,Norwich,30,Farmer,,Dark,,,,true,false,,1,8,
Howe,Richard,,30,A.,"New York, New York",2/24/1864,New Haven,Seymour,26,Carman,,Black,,,,false,false,,1,8,
Howard,Solomon,M.,29,H.,"Prince William, Virginia",1/2/1864,Norwich,,30,Barber,,Colored,,,,true,false,,1,8,
Howard,Peter,,29,,"Prince William, Virginia",11/17/1863,Cornwall,,21,Laborer,,Black,,,,false,false,,1,8,
Howard,Jesse,,29,E.,"Mount Holly, New Jersey",12/18/1863,Hartford,Hartford,37,Laborer,Married,Black,,,,false,false,,1,8,
Howard,James,,29,K.,"Westerly, Connecticut",1/9/1864,New Haven,,21,Laborer,,Black,,,,true,false,,1,8,
Housman,David,,30,C.,"Lodi, New Jersey",1/18/1864,New Haven,Guilford,24,Sawyer,,Black,,,,true,false,,1,8,
Hopkins,George,,29,A.,"Lenoir, North Carolina",12/5/1863,New Haven,New Haven,37,Butcher,Married,Yellow,,,,false,false,,1,8,
Hope,Jacob,H.,29,H.,"Salem County, New Jersey",12/29/1863,New Haven,New Haven,42,Teamster,,Black,,,,false,false,,1,8,
Hood,Joseph,,30,D.,Pennsylvania,2/20/1864,Bridgeport,,37,Waiter,Single,Black,,,,true,false,,1,8,
Homer,William,,29,B.,"Plainville, Connecticut",12/10/1863,New Haven,Waterbury,26,Fireman,,Black,,,,false,false,,1,8,
Holmes,William,L.,29,H.,"Newton, New Jersey",12/31/1863,Norwich,,20,Farmer,,Colored,,,,true,false,,1,8,
Holmes,Joseph,,29,B.,New York,11/24/1863,Bridgeport,,21,Farmer,,Black,,,,false,false,,1,8,
Holmes,John,H.,31,,Jamaica,11/22/1864,Bridgeport,,24,Sailor,,Black,,,,false,true,William H. Camp of  Brookfield,1,8,
Hollis,Samuel,L.,30,D.,"Somersett County, Maryland",2/12/1864,Norwich,,25,Sailor,,Colored,,,,false,false,,1,8,
Hollaway,Edward,,31,,Mexico,11/22/1864,Hartford,,23,Fireman,,Black,,,,false,true,Edward Brown of Bloomfield,1,8,Holloway
Holden,Benjamin,,30,D.,"Warwick, Rhode Island",2/13/1864,Hartford,Vernon,30,Farmer,Married,Black,,,,true,false,,1,8,
Holbert,Morris,,29,,"Lambertville, New Jersey",1/2/1864,Norwich,,22,Boatman,,Colored,,,,true,false,,1,8,
Hodge,Joshua,,29,G.,"Dover, Delaware",12/24/1863,Hartford,Hartford,22,Waiter,Unmarried,Black,,,,true,false,,1,8,
Hodge,Charles,F.,29,,Virginia,10/28/1864,Hartford,Stafford,19,Farmer,Unmarried,Black,,,,false,false,,1,8,
Hobson,Henry,,29,,England,11/15/1864,Hartford,East Windsor,26,Sailor,Unmarried,Black,,,,false,false,,1,8,
Hill,William,,29,G.,"Keokuk, Iowa",12/26/1863,New Haven,Old Saybrook,23,Cook,,Black,,,,true,false,,1,8,
Hill,Jeremiah,,30,B.,"Dover, New York",1/4/1864,New Haven,Farmington,43,Stone Mason,Married,Colored,,,,true,false,,1,8,
Hill,James,,30,H.,"Carmelsville, New York",1/21/1864,New Haven,New Haven,23,Waiter,,Black,,,,true,false,,1,8,
Hills,Henry,,29,I.,"Lewiston, Delaware",3/4/1864,Hartford,Somers,27,Shoemaker,Married,Black,,,,false,false,,1,8,check surname Hill
Hightower,Albert,F.,29,A.,"New Haven, Connecticut",11/20/1863,New Haven,New Haven,24,Sailor,,Black,,,,true,false,,1,8,
Higgins,Alexander,,29,F.,Virginia,12/19/1863,New Haven,Hamden,20,Farmer,,Black,,,,false,false,,1,8,
Hicox,Samuel,,29,B.,"Canaan, Connecticut",12/7/1863,Bridgeport,,23,Laborer,Single,Black,,,,true,false,,1,8,Hickcock
Hicox,Elias,,29,B.,"Colebrook, Connecticut",12/7/1863,Bridgeport,,28,Laborer,Married,Black,,,,false,false,,1,8,
Hicks,William,H.,29,B.,"Greenwich, Connecticut",12/8/1863,Bridgeport,,24,Farmer,Single,Black,,,,false,false,,1,8,
Hicks,Charles,H.,29,A.,"Long Island, New York",11/30/1863,New Haven,New Haven,29,Butcher,,Black,,,,false,false,,1,8,
Hewitt,Edward,B.,29,,"Lebanon, Connecticut",11/21/1864,Norwich,,27,Farmer,Married,Colored,,,,true,false,,1,8,
Hevalow,Jacob,S.,29,H.,"Milton, Delaware",12/30/1863,New Haven,New Haven,25,Sailor,,Black,,,,true,false,,1,8,
Howard,Nelson,,29,A.,"Howard County, Maryland",11/23/1863,New Haven,New Haven,28,Chair Maker,,Black,,,,false,false,,1,8,
Hyde,William,,30,C.,"Colchester, Connecticut",1/16/1864,New London,,18,Farmer,,Dark,,,,false,false,,1,8,
Hydren,Joseph,,29,G.,"Norfolk, Connecticut",12/23/1863,Bridgeport,,22,Laborer,,Black,,,,false,false,,1,8,
Hyman,John,E.,30,F.,"Washington, North Carolina",3/16/1864,Hartford,Vernon,24,Seaman,,Black,,,,true,false,,1,8,
Hyman,Thomas,,29,A.,"Washington, North Carolina",1/5/1864,Hartford,Glastonbury,21,Laborer,,Black,,,,true,false,,1,8,
Jackson,Abraham,,29,F.,"Simsbury, Connecticut",12/14/1863,Guilford,Guilford,38,Farmer,Married,Black,,,,false,false,,1,9,
Jackson,Abram,,29,,"Courtland, New York",12/28/1863,Bridgeport,,21,Laborer,Married,Black,,,,false,false,,1,9,
Jackson,Albert,,30,B.,"Colchester, Connecticut",3/3/1864,Hartford,Hartford,43,Sailor,Unmarried,Black,,,,true,false,,1,9,
Jackson,Alfred,,29,,"Philadelphia, Pennsylvania",6/3/1864,New Haven,Middletown,24,Barber,,Black,,,,true,false,,1,9,
Jackson,Andrew,,30,D.,"Louisville, Kentucky",3/28/1864,New Haven,Chatham,28,Waiter,,Black,,,,false,false,,1,9,
Jackson,Andrew,,30,C.,"Poughkeepsie, New York",2/27/1864,New Haven,Haddam,24,Hostler,,Black,,,,true,false,,1,9,
Jackson,Anson,P.,29,A.,"East Granby, Massachusetts",12/3/1863,Milford,Milford,19,Sailor,Single,Black,,,,true,false,,1,9,
Jackson,Augustus,,30,D.,"South Adams, Massachusetts",2/2/1864,New London,Stonington,18,Farmer,,Black,,,,false,false,,1,9,
Jackson,Benjamin,,30,K.,"Detroit, Michigan",3/4/1864,Hartford,Columbia,18,Farmer,Unmarried,Black,,,,false,false,,1,9,
Jackson,Charles,,29,C.,"Newton, Connecticut",12/14/1863,Bridgeport,,44,Farmer,Married,Black,,,,false,false,,1,9,
Jackson,Charles,S.,30,C.,"Washington, D.C.",1/23/1864,New Haven,Waterbury,22,Coachman,Single,Black,,,,true,false,,1,9,
Jackson,Daniel,,29,F.,"Hartford, Connecticut",4/5/1864,Hartford,Hartford,22,Sailor,Unmarried,Black,,,,true,false,,1,9,
Jackson,David,,29,,"New Bern, North Carolina",8/30/1864,New Haven,Milford,25,Laborer,,Black,,,,false,false,,1,9,
Jackson,Edward,,29,E.,"North Canaan, Connecticut",12/23/1863,Bridgeport,,37,Carman,Married,Black,,,,true,false,,1,9,
Jackson,Edward,,29,H.,"Raleigh, New Jersey",12/2/1863,New Haven,New Haven,38,Farmer,,Black,,,,false,false,,1,9,
Jackson,Frank,,29,G.,"Passaic, New Jersey",12/24/1863,Bridgeport,,23,Laborer,Married,Black,,,,false,false,,1,9,
Jackson,Frank,,29,A.,"Granby, Connecticut",11/30/1863,Hartford,Marlborough,19,Farmer,Unmarried,Black,,,,true,false,,1,9,
Jackson,Frederick,,29,,Canada,8/18/1864,Hartford,,21,Farmer,,Black,,,,false,true,William O. Buckley of Hartford,1,9,
Jackson,George,,30,D.,"Cookstown, New Jersey",2/4/1864,New Haven,Hamden,21,Farmer,,Black,,,,false,false,,1,9,
Jackson,George,,29,H.,"Sandersfield, Massachusetts",12/30/1863,Hartford,Southington,42,Farmer,Married,Black,,,,false,false,,1,9,
Jackson,George,Henry,29,F.,"Enfield, Connecticut",12/1/1863,Hartford,,20,Farmer,,Black,,,,false,false,,1,9,
Jackson,Henry,,29,H.,"Orange, New Jersey",12/30/1863,Bridgeport,,35,Laborer,Married,Black,,,,false,false,,1,9,
Jackson,Henry,A.,29,,"Reading, Pennsylvania",1/22/1864,Norwich,,30,Boatman,Single,Colored,,,,true,false,,1,9,
Jackson,Henry,F.,29,C.,"New Milford, Connecticut",12/14/1863,New Haven,Woodbury,45,Farmer,,Black,,,,true,false,,1,9,
Jackson,Henry,M.,29,,Virginia,12/21/1864,Hartford,Berlin,23,Farmer,Unmarried,Yellow,,,,false,false,,1,9,
Jackson,Henry,W.,29,,"New Orleans, Louisiana",12/2/1863,New Haven,,35,Barber,Married,Black,,,,true,false,,1,9,
Jackson,James,,29,G.,"Nassau, Massachusetts",1/4/1864,New Haven,Hamden,38,Laborer,,Black,,,,false,false,,1,9,
Jackson,James,,31,,Canada,10/25/1864,New Haven,,24,Farmer,,Black,,,,true,true,Frederick Ives of New Haven,1,9,
Jackson,James,A.,29,C.,"East Granby, Connecticut",12/9/1863,New Haven,East Granby,18,Farmer,,Black,,,,false,false,,1,9,
Jackson,John,,29,,Canada,9/6/1864,Norwich,,21,,,Colored,,,,false,true,Charles Twist of Pompfret,1,9,
Jackson,John,,30,C.,"Fredericksburg, Virginia",1/16/1864,New Haven,Hartford,19,Laborer,,Black,,,,false,false,,1,9,
Jackson,John,,29,A.,New Jersey,11/18/1863,New Haven,New Haven,22,Cook,,Black,,,,true,false,,1,9,
Jackson,John,L.,29,G.,"Oswego, New York",12/28/1863,Hartford,Suffield,21,Laborer,Unmarried,Black,,,,false,false,,1,9,
Jackson,Joseph,H.,29,E.,"New Brunswick, New Jersey",12/22/1863,New Haven,Westbrook,23,Boatman,,Black,,,,false,false,,1,9,
Jackson,Lewis,,29,F.,"Long Island, New York",12/26/1863,Bridgeport,,21,Laborer,Single,Black,,,,false,false,,1,9,
Jackson,Lot,N.,29,C.,"Woodbury, Connecticut",12/14/1863,New Haven,Woodbury,18,Farmer,,Black,,,,false,false,,1,9,
Jackson,Miles,,29,B.,"Hartford, Connecticut",12/10/1863,New Haven,Cheshire,20,Farmer,,Black,,,,true,false,,1,9,
Jackson,Moses,,30,A.,Canada,2/24/1864,Hartford,Granby,23,Doctor,Unmarried,Dark,,,,false,false,,1,9,
Jackson,Morris,,29,K.,"Huntington, New York",1/6/1864,New Haven,New Haven,31,Sailor,,Black,,,,false,false,,1,9,
Jackson,Samuel,,30,B.,"Berks County, Pennsylvania",1/12/1864,Hartford,,29,Laborer,Unmarried,Black,,,,false,false,,1,9,
Jackson,Sherry,,30,B.,"Colchester, Connecticut",1/4/1864,New London,Colchester,44,Farmer,,Black,,,,true,false,,1,9,
Jackson,Thomas,,29,,Connecticut,12/17/1864,Hartford,Hartford,36,Hackman,Unmarried,Black,,,,false,false,,1,9,
Jackson,William,,29,C.,"Simsbury, Connecticut",11/30/1863,Hartford,Simsbury,38,Hostler,Married,Black,,,,true,false,,1,9,
Jackson,William,,29,,Nassua,9/6/1864,Bridgeport,,21,Seaman,Single,Black,,,,false,false,,1,9,
Jackson,William,,31,,New York,11/18/1864,Hartford,,23,Sailor,,Black,,,,true,true,H. Goodwin Fish of Hartford,1,9,
Jackson,William,H.,29,B.,"Peekskill, New York",12/24/1864,Bridgeport,,32,Laborer,Married,Black,,,,false,false,,1,9,
James,Phillip,,29,,North Carolina,8/23/1864,Norwich,,24,Laborer,,Colored,,,,true,false,,1,9,
Jefferson,Samuel,,29,G.,"New Castle, Delaware",12/28/1863,New Haven,New Haven,40,Laborer,,Black,,,,false,false,,1,9,
Jefferson,Sylvester,,29,A.,"Milford, Pennsylvania",11/13/1863,New Haven,New Haven,26,Farmer,,Black,,,,false,false,,1,9,
Jefferson,William,,29,K.,"Newtown, Connecticut",1/5/1864,Bridgeport,,38,Laborer,Single,Black,,,,false,false,,1,9,
Jeffries,Marvell,,29,A.,"New Haven, Connecticut",11/24/1863,New Haven,New Haven,18,Farmer,,Black,,,,false,false,,1,9,Jeffreys
Jeffrey,William,H.,29,G.,"Philadelphia, Pennsylvania",12/26/1863,New Haven,New Haven,27,Steward,,Black,,,,true,false,,1,9,
Jeffrey,Cyrus,,29,,New York,10/7/1864,Bridgeport,Barkhamsted,19,Farmer,Single,Black,,,,false,false,,1,9,
Jenkins,Charles,A.,29,G.,"Beaufort, South Carolina",12/28/1863,New Haven,Old Saybrook,16,Laborer,,Black,,,,false,false,,1,9,
Jenkins,John,,29,E.,Delaware,12/21/1863,New Haven,Southbury,27,Laborer,,Black,,,,false,false,,1,9,
Jennison,Henry,I.,29,E.,"Newburg, New York",12/19/1863,Bridgeport,,25,Laborer,Married,Black,,,,true,false,,1,9,
Jennison,William,H.,30,B.,"White Plains, New York",1/5/1864,Bridgeport,,36,Laborer,Married,Black,,,,false,false,,1,9,
Johnson,Abraham,B.,29,B.,"Rye, New York",12/2/1863,New Haven,New Haven,26,Waiter,,Black,,,,true,false,,1,9,
Johnson,Andrew,,29,,"St. Louis, Missouri",10/14/1864,Hartford,East Windsor,39,Saloon Keeper,Married,Black,,,,true,false,,1,9,
Johnson,Arthur,,30,D.,Virginia,4/9/1864,Bridgeport,,23,Waiter,Single,Black,,,,false,false,,1,9,
Johnson,Cato,,29,,"Newburgh, New York",12/17/1863,Bridgeport,,33,Laborer,Single,Black,,,,false,false,,1,9,
Johnson,Charles,,31,,Canada,10/28/1864,Bridgeport,,22,Sailor,,Black,,,,false,true,Andrew Starks of Stamford,1,9,
Johnson,Charles,,29,,Haiti,11/5/1864,New Haven,,32,Seaman,,Black,,,,true,true,William Monthrop of New Haven,1,9,
Johnson,Charles,,29,,"Lyme, Connecticut",12/10/1863,Hartford,Enfield,21,Farmer,Unmarried,Black,,,,true,false,,1,9,
Johnson,David,,29,,Maryland,6/2/1864,Bridgeport,,35,Laborer,Married,Black,,,,false,false,,1,9,
Johnson,Edward,,29,,Virginia,4/19/1864,Hartford,Hartford,26,Cook,Married,Black,,,,true,false,,1,9,
Johnson,Charles,H.,29,,"Annapolis, Maryland",1/2/1864,Norwich,,45,Laborer,,Colored,,,,false,false,,1,9,
Johnson,Elijah,B.,30,C.,"Delaware County, Pennsylvania",2/18/1864,Norwich,,26,Farmer,,Colored,,,,true,false,,1,9,
Johnson,George,,29,,Maryland,12/19/1863,New Haven,Hamden,21,Hostler,,Black,,,,false,false,,1,9,
Johnson,Frank,,30,D.,Georgia,2/15/1864,Bridgeport,,35,Laborer,Single,Black,,,,false,false,,1,9,
Johnson,George,,29,,Pennsylvania,11/22/1864,Hartford,Union,22,Barber,Unmarried,Black,,,,false,false,,1,9,
Johnson,George,,29,F.,Virginia,12/9/1863,Norwich,,25,Farmer,,Colored,,,,false,false,,1,9,
Johnson,George,,30,D.,Delaware,2/8/1864,Bridgeport,,41,Laborer,Married,Black,,,,false,false,,1,9,
Johnson,Henry,,30,C.,"New York, New York",1/21/1864,New Haven,New Haven,23,Coachman,,Dark,,,,true,false,,1,9,
Johnson,Henry,,29,,Virginia,12/20/1864,Hartford,Hebron,18,Farmer,Unmarried,Black,,,,false,false,,1,9,
Johnson,George,W.,29,F.,Pennsylvania,12/21/1863,New Haven,East Granby,25,Laborer,,Black,,,,false,false,,1,9,
Johnson,George,F.,29,F.,Maryland,12/19/1863,New Haven,Wolcott,38,Farmer,,Black,,,,false,false,,1,9,
Johnson,James,,29,,New York,11/30/1863,New Haven,New Haven,44,Farmer,,Dark,,,,false,false,,1,9,
Johnson,Henry,G.,29,,"Bennington, New Jersey",12/31/1863,Norwich,,20,Farmer,,Colored,,,,true,false,,1,9,
Johnson,James,B.,29,G.,"Goshen, New York",3/3/1864,Bridgeport,,31,Cooper,Single,Black,,,,true,false,,1,9,
Johnson,John,,29,,"Baltimore, Maryland",8/30/1864,New Haven,,21,Laborer,,Black,,,,false,false,,1,9,
Johnson,John,,31,,St. Domingo,12/5/1864,New Haven,,25,Seaman,,Black,,,,false,true,James R. Baily of Middletown,1,9,
Johnson,John,,30,D.,"Long Island, New York",2/11/1864,New Haven,Durham,20,Farmer,,Black,,,,false,false,,1,9,
Johnson,John,E.,29,G.,"Middletown, Maryland",12/26/1863,New Haven,New London,24,Butcher,,Black,,,,false,false,,1,9,
Johnson,Mathew,,29,K.,Virginia,1/8/1864,Norwich,,23,Laborer,,Colored,,,,false,false,,1,9,
Johnson,Littleton,B.,30,B.,"Delaware County, Pennsylvania",2/18/1864,Norwich,,22,Farmer,,Colored,,,,true,false,,1,9,
Johnson,Lewis,,30,C.,"Rockville, Maryland",4/4/1864,New Haven,Old Saybrook,22,Teamster,,Black,,,,false,false,,1,9,
Johnson,Lewis,,29,H.,"Ann Arundale County, Maryland",12/29/1863,Hartford,Tolland,21,Farmer,Unmarried,Black,,,,false,false,,1,9,
Johnson,Joseph,H.,29,F.,"Kinder Hook, New York",12/18/1863,Hartford,Hartford,38,Butcher,Married,Black,,,,true,false,,1,9,
Johnson,Joe,,29,F.,Massachusetts,12/22/1863,Hartford,Meriden,17,Laborer,,Black,,,,true,false,,1,9,
Johnson,Moses,H.,29,B.,"Boston, Massachusetts",12/9/1863,Bridgeport,,37,Farmer,Single,Black,,,,false,false,,1,9,
Johnson,Peter,,31,,Canada,1/6/1865,New Haven,,22,Laborer,,Black,,,,false,true,David Mann of New Haven,1,9,
Johnson,Peter,,29,K.,"Coxsackie, New York",1/5/1864,Hartford,Manchester,23,Farmer,Unmarried,Black,,,,false,false,,1,9,
Johnson,Oliver,,30,C.,Pennsylvania,2/22/1864,Bridgeport,,29,Cook,Married,Black,,,,false,false,,1,9,
Johnson,Peter,,29,,California,4/18/1864,Bridgeport,,25,Sailor,Single,Black,,,,false,false,,1,9,
Johnson,Phillip,,30,D.,Virginia,2/22/1864,Bridgeport,,20,Laborer,Single,Black,,,,false,false,,1,9,
Johnson,Samuel,,29,,Canada,12/23/1864,Hartford,Mansfield,25,Farmer,Unmarried,Black,,,,false,false,,1,9,
Johnson,Thomas,,29,,New York,8/9/1864,Bridgeport,,39,Hostler,Married,Black,,,,false,false,,1,9,
Johnson,Thomas,A.,30,D.,New York,2/3/1864,Bridgeport,,21,Laborer,Single,Black,,,,false,false,,1,9,
Johnson,Thomas,,29,,New York,12/7/1863,New Haven,,23,Cook,,Black,,,,true,false,,1,9,
Johnson,William,,29,,Canada,11/5/1864,New Haven,,23,Cook,,Black,,,,false,true,Augustus R. Tradway of New Haven,1,9,
Johnson,William,,29,I.,"Trenton, New Jersey",1/5/1864,New Haven,East Haddam,20,Laborer,,Black,,,,false,false,,1,9,
Johnson,William,,29,,Virginia,11/25/1864,Hartford,Simsbury,23,Waiter,Unmarried,Black,,,,false,false,,1,9,
Johnson,William,,29,,"Newton, Connecticut",11/27/1863,Bridgeport,,24,Laborer,,Black,,,,false,false,,1,9,
Johnson,William,Henry,29,B.,"Westport, Connecticut",12/28/1863,Bridgeport,,36,Sailor,Married,Black,,,,false,false,,1,9,
Jones,Edward,L.,29,,Virginia,8/12/1864,New Haven,,20,Farmer,,Black,,,,false,true,Spencer B. Lane of Waterbury,1,9,
Jones,George,,31,,Virginia,12/24/1864,Hartford,,19,Farmer,,Black,,,,false,true,Henry R. Keane of Hartford,1,9,
Jones,Jarvis,,29,,New Jersey,10/20/1864,Hartford,Canton,32,Waiter,Unmarried,Black,,,,false,false,,1,9,
Jones,John,,30,F.,"Key West, Florida",3/9/1864,New Haven,Old Saybrook,19,Sailor,,Black,,,,false,false,,1,9,
Jones,John,,29,F.,"Columbia, Pennsylvania",12/22/1863,Bridgeport,,42,Laborer,Single,Black,,,,true,false,,1,9,
Jones,John,,30,D.,"New York, New York",2/10/1864,Bridgeport,,25,Waiter,Single,Black,,,,true,false,,1,9,
Jones,John,,29,,North Carolina,4/11/1864,New Haven,North Haven,29,Farmer,Married,Black,,,,false,false,,1,9,
Jones,John,,30,F.,"Louisville, Kentucky",3/28/1864,New Haven,Chester,21,Waiter,,Black,,,,false,false,,1,9,
Jones,John,,29,,New Jersey,12/2/1864,Norwich,,19,Waiter,Single,Colored,,,,false,false,,1,9,
Jones,John,H.,29,,"Philadelphia, Pennsylvania",1/5/1864,New Haven,East Haddam,40,Grain Measurer,,Black,,,,true,false,,1,9,
Jones,John,M.,29,K.,"Baltimore, Maryland",1/9/1864,Norwich,,40,Laborer,,Colored,,,,true,false,,1,9,
Jones,John,R.,29,H.,"Suffolk, Virginia",12/31/1863,New Haven,New Haven,18,Waiter,,Dark,,,,false,false,,1,9,
Jones,Jordan,,29,G.,"Wake County, North Carolina",12/26/1863,New Haven,Old Saybrook,24,Carpenter,,Black,,,,false,false,,1,9,Drake County
Jones,Moses,,29,A.,"Alexandria, Virginia",12/7/1863,New Haven,New Haven,30,Clerk,,Black,,,,true,false,,1,9,
Jones,Philip,Jr.,29,H.,"Philadelphia, Pennsylvania",12/30/1863,New Haven,Hamden,44,Chopper,,Black,,,,true,false,,1,9,
Jones,Samuel,,29,C.,"Redding, Pennsylvania",12/10/1863,Hartford,Suffield,26,Boatmaker,Unmarried,Black,,,,true,false,,1,9,
Justin,Joseph,,30,B.,"Eastford, Connecticut",1/11/1864,New London,New London,27,Laborer,,Dark,,,,false,false,,1,9,
Jupiter,George,M.,29,E.,"Long Island, New York",12/22/1863,Norwich,,21,Farmer,,Colored,,,,true,false,,1,9,
Judd,Charles,,30,B.,"Hartford, Connecticut",1/11/1864,Hartford,Hartford,22,Laborer,Single,Black,,,,false,false,,1,9,
Jones,William,C.,29,H.,"Groton, Connecticut",1/8/1864,New Haven,Groton,20,Farmer,,Swarthy,,,,true,false,,1,9,
Jones,William,,30,,Delaware,4/5/1864,Hartford,Hartford,21,Mason,Unmarried,Black,,,,true,false,,1,9,
Jones,Thomas,Y.,30,,Virginia,3/11/1864,Hartford,Vernon,41,Laborer,Married,Black,,,,true,false,,1,9,
Jones,Thomas,,30,F.,"Petersburg, Virginia",3/28/1864,New Haven,Chester,34,Carper enter,,Black,,,,false,false,,1,9,
Jones,Stuart,,30,,North Carolina,3/16/1864,New Haven,Portland,21,Sailor,,Black,,,,false,false,,1,9,
Harris,Henry,,30,,"Stony Hill, Connecticut",3/24/1864,Bridgeport,,36,Laborer,Married,Dark,,,,false,false,,1,8,Indian
Kanaka,Friday,,30,,Western Ireland,2/1/1864,Hartford,Hartford,25,Sailor,Unmarried,Black,,,,false,false,,1,10,
Kane,Charles,,29,B.,Pennsylvania,12/9/1863,Norwich,,22,Waiter,,Colored,,,,false,false,,1,10,
Keith,William,,30,K.,"Fauquier County, Virginia",3/5/1864,New Haven,Orange,22,Farmer,,Black,,,,false,false,,1,10,
Kellies,Jacob,D.,29,A.,"New Haven, Connecticut",11/24/1863,New Haven,New Haven,23,Cook,,Black,,,,true,false,,1,10,
Kelly,Jeremiah,,29,B.,"Farmington, Connecticut",11/23/1863,Hartford,Farmington,31,Farmer,Married,Black,,,,true,false,,1,10,
Kelly,Luther,,29,C.,"Lancaster, Virginia",12/15/1863,Hartford,Hartford,30,Farmer,Unmarried,Black,,,,true,false,,1,10,
Kelsey,Sidney,,29,I.,"Pittsfield, Massachusetts",1/5/1864,Hartford,Simsbury,35,Farmer,Married,Black,,,,false,false,,1,10,
Killson,Joshua,,29,K.,"Queen Anne County, Maryland",1/8/1864,Norwich,,21,Farmer,,Colored,,,,false,false,,1,10,
King,John,,29,I.,"Trimble County, Kentucky",1/4/1864,Hartford,Manchester,24,Sailor,Married,Black,,,,false,false,,1,10,
King,Jesse,,30,D.,Connecticut,2/11/1864,Bridgeport,,23,Waiter,Single,Black,,,,false,false,,1,10,
King,Winfield,,29,K.,"Philadelphia, Pennsylvania",1/5/1864,Hartford,Manchester,19,Laborer,Unmarried,Dark,,,,false,false,,1,10,
Knapp,John,,29,B.,"Yorktown, New York",11/27/1863,Bridgeport,,18,Hostler,,Black,,,,false,false,,1,10,
Knowe,Henry,,29,K.,New York,1/9/1864,Hartford,Hartford,34,Farmer,Married,Black,,,,false,false,,1,10,
Ladue,Alfred,L.,29,A.,"Saybrook, Connecticut",12/17/1863,New Haven,Chester,18,Farmer,,Black,,,,false,false,,1,10,
Ladieu,George,W.,29,A.,"Saybrook, Connecticut",11/18/1863,New Haven,New Haven,19,Laborer,,Black,,,,true,false,,1,10,Ladien
Lake,Edward,,29,,"Philadelphia, Pennsylvania",12/15/1863,Bridgeport,,21,Laborer,Single,Black,,,,false,false,,1,10,
Lambret,William,,29,G.,"Ashford, Connecticut",12/28/1863,Hartford,Tolland,37,Farmer,Married,Black,,,,false,false,,1,10,Lambert
